Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
08/21/2018,CLOSED,1342849.015,"Younglove Construction, L.L.C.",521400,3004 12th St.,Mendota,IL,61342,NonUnion,Employee receives heat-related illness while working outside,"At 4:30 p.m. on August 21, 2018, an employee was working outside in the heat tying rebar. At some point the employee began to feel symptoms of a heat related illness (nausea) and was taken to the hospital for treatment.",238110/Poured Concrete Foundation and Structure Contractors,40,M,Non Hospitalized injury,Occupation Not Listed,"(41.52418522830189, -89.11421557320755)"
08/20/2018,CLOSED,1340362.015,Perfection Yard Maintenance,950647,928 Flower St.,Bakersfield,CA,93305,NonUnion,"Employee falls sick due to heat and is hospitalized, later d","At 8:23 p.m. on August 20, 2018, an employee was performing landscape operations and felt sick when his shift was done.  The employee was taken to the hospital and passed away from a heat-related illness.",561730/Landscaping Services,52,M,Fatality,"Laborers, except construction","(35.40161526182965, -118.99332973848581)"
08/17/2018,OPEN,1343775.015,"Smc Concrete, Llc",626300,5750 East Lovers Lane,Dallas,TX,75206,NonUnion,Employee experiences heat stress while completing outside co,"At 4:30 p.m. on August 17, 2018, an employee was working to pour and finish concrete when he started to feel ill. The employee was hospitalized due to heat stress injuries.",238110/Poured Concrete Foundation and Structure Contractors,54,M,Hospitalized injury,,"(32.82631980754717, -96.7698780457023)"
08/17/2018,CLOSED,1344416.015,U.S. Postal Service,626700,5415 Lawndale St.,Houston,TX,77023,Union,Employee gets heat exhaustion and collapses while delivering,"At 3:00 p.m. on August 17, 2018, Employee #1, employed by a postal service, was driving back to the station after delivering mail. She was nauseated, vomited, and collapsed in the post office parking lot. Employee #1 was hospitalized and treated for heat exhaustion with acute kidney failure, dehydration, and nausea with vomiting.",491110/Postal Service,49,F,Hospitalized injury,"Mail carriers, postal service","(29.722840254430377, -95.32176748164557)"
08/17/2018,CLOSED,1344112.015,Los Angeles Unified School District Procurement Services Division,950644,8525 Rex Rd.,Pico Rivera,CA,90660,Union,Employee experiences heat stress symptoms,"At 6:00 a.m. on August 17, 2018, an employee had been performing visual pre-operations inspection of a truck at an exterior lot location.  The employee began to feel dizzy and light headed.   The employee sat down and was given water which he did not drink.  The employee was hospitalized.",611110/Elementary and Secondary Schools,46,M,Hospitalized injury,"Truck drivers, light","(33.99047149986807, -118.0873082246702)"
08/15/2018,CLOSED,1340328.015,Cypress Flc,950625,E Kamm Ave And S. Mccall Ave,Selma,CA,93662,NonUnion,Employee becomes ill from possible heat exhaustion,"At 12:00 p.m. on August 15, 2018, Employee #1 had been working outside. After work he became ill and was hospitalized. He was diagnosed with possible heat exhaustion.",115114/Postharvest Crop Activities (except Cotton Ginning),44,F,Hospitalized injury,"Laborers, except construction","(36.568020946153844, -119.60813841538463)"
08/15/2018,CLOSED,1339807.015,National Response Corporation,950623,11329 Menlo Way,Redding,CA,96003,NonUnion,Employee suffers cramping and heat exhaustion while wearing,"At 4:30 p.m. on August 15, 2018, an employee was using a Tyvek suit and a half face respirator while working in an outdoor environment after working several days in a climate control environment.  The employee had been experiencing some cramping during the past two days which were complicated by Rhabdomyolysis, dehydration, and early kidney failure.  The employee was hospitalized.",562910/Remediation Services,32,M,Hospitalized injury,Hazardous Materials Removal Worker,"(40.60518836770572, -122.3584178216352)"
08/13/2018,CLOSED,1339868.015,"Altamira Labor Service, Inc.",950647,S/W Corner Of Taft Hwy & Buena Vista Rd,Bakersfield,CA,93311,NonUnion,Employee suffers from heat illness while conducting poling o,"At 3:12 p.m. on August 13, 2018, an employee was conducting poling operations in an almond orchard when he became nauseous and dizzy after his shift.  The employee had been working outdoors during hot weather and suffered from heat illness.  Hospitalization was  not required.",115115/Farm Labor Contractors and Crew Leaders,65,M,Non Hospitalized injury,Farm workers,"(35.327704816683806, -119.11362949760925)"
08/12/2018,CLOSED,1342247.015,Young'S Commercial Transfer Inc,950625,27905 Dairy Avenue,Corcoran,CA,93212,NonUnion,Employee experiences heat illness symptoms while operating s,"At 3:30 p.m. on August 12, 2018, an employee was operating a tomato trailer shuttle tractor when he began to feel ill, experiencing headaches, confusion, nausea, and weakness.  Hospitalization was not required.","484220/ Specialized Freight (except Used Goods) Trucking, Local",73,M,Non Hospitalized injury,"Laborers, except construction","(36.094722617391305, -119.56420525652175)"
08/12/2018,CLOSED,1339015.015,"Torres Farm Labor Contractor, Inc.",950647,1/4 Mile N. Of Kratzmeyer Rd. & 1/4 Mile W. Of Nord Ave.,Bakersfield,CA,93314,NonUnion,Employee sustains heat illness from working in field,"At 1:16 p.m. on August 12, 2018, an Employee #1 was driving an ATV outdoor to perform his irrigation duties. Employee #1 was checking the water flow in the crop fields and walked to middle of field to change a water dripper. When walking out of the field, his coworker, Employee #2, was waiting for him and invited him to go take a break. They drove their ATVs to go take a break under almond trees for shade. When they arrived to the almond trees, Employee #1 began seizing as soon as they parked their ATVs. Employee #2 jumped over and caught Employee #1 from falling off his ATV. It was determined that Employee #1 sustained heat illness.",115115/Farm Labor Contractors and Crew Leaders,21,M,Non Hospitalized injury,Occupation Not Listed,"(35.35866395865546, -119.15317418638656)"
08/10/2018,CLOSED,1338912.015,"Mission Landscape Companies, Inc.",950631,Alicia & Pacific Park Avca,Aliso Viejo,CA,92656,NonUnion,Employee experiences heat illness and faints,"At 5:00 p.m. on August 10, 2018, an employee returned home after working through the day and fainted.  The employee had been feeling ill after having lunch at 11:00 a.m. and had been carrying brush and branches up and down a hill with his crew.  The outdoor temperature reached 80 degrees Fahrenheit before 9 a.m. and peaked at approximately 88 degrees approximately at 1:00 p.m.  The employee then began driving between work yards and picked up a chipper before leaving for the day.  The employee fainted upon arriving home and his family called Emergency Services.  The employee was seriously ill from dehydration and potentially heat exposure.  The employee was hospitalized for three days at UCI Medical Center.",561612/Security Guards and Patrol Services,42,M,Hospitalized injury,"Laborers, except construction","(33.578770190831555, -117.73066474581313)"
08/10/2018,CLOSED,1338269.015,Lehigh Hanson,950651,520 Kaiser Quarry Road,Concord,CA,94521,Union,Employee experiences heat illness and dehydration while usin,"At 2:00 p.m. on August 10, 2018, an employee was greasing moving parts of conveyor during a hot day when the temperature was over 95 degrees Fahrenheit and felt dizzy.  The employee suffered heat illness and was dehydrated. Hospitalization was not required.",212319/Other Crushed and Broken Stone Mining and Quarrying,52,M,Non Hospitalized injury,Machinery maintenance occupations,"(37.959013879016396, -121.98546054360656)"
08/10/2018,CLOSED,1338008.015,Emts Inc.,950625,Avenue 12 & Highway 41 Riverstone Development,Madera,CA,93636,NonUnion,Employee sustains heat illness while digging excavations,"At 2:00 p.m. on August 10, 2018, an employee was digging shallow excavations during a period of heat, high humidity, and smoky conditions.  The employee had just finished lunch and was returning back to work when he became ill.  After notifying his foreman, the employee began vomiting had cramps, and was lightheaded.  The employee was hospitalized.",561730/Landscaping Services,23,M,Non Hospitalized injury,"Laborers, except construction","(36.91219, -119.81280425)"
08/09/2018,CLOSED,1338125.015,U.S. Postal Service,419700,7707 Merrill Rd,Jacksonville,FL,32277,Union,Employee experiences heat stress and acute kidney failure du,"On August 9, 2018, an employee was being trained for mail delivery during a hot day.  The employee experienced heat stress and became dehydrated.  The employee suffered acute kidney failure and was hospitalized.",491110/Postal Service,23,M,Hospitalized injury,,"(30.365555150980818, -81.58741830927711)"
08/09/2018,CLOSED,1338836.015,At&T Corp.,419700,Mobley Dr & Anderson Dr,Deltona,FL,32725,Union,Employee experiences heat exhaustion while splicing communic,"At 3:00 p.m. on August 9, 2018, an employee was splicing communication cables inside an excavation and felt light headed and short of breath from heat exhaustion.  The employee reported being ill with a respiratory infection before the incident.",517919,50,M,Hospitalized injury,"Technicians, n.e.c.","(28.902966686116333, -81.24553226675437)"
08/08/2018,CLOSED,1338147.015,"Jr. Davis Construction Company, Inc.",419700,Wilford Preserve Development,Orange Park,FL,32073,NonUnion,Employee experiences heat stress during excavation work,"At 2:30 p.m. on August 8, 2018, an employee was doing excavation work to set a pump when he experienced leg cramps. The employee was taken to the hospital for heat stress.",237110/Water and Sewer Line and Related Structures Construction,29,M,Hospitalized injury,"Laborers, except construction","(30.178771799032884, -81.71319225628626)"
08/08/2018,CLOSED,1337479.015,City Of Pasadena,950631,15991 Armstrong Ave.,Tustin,CA,92782,NonUnion,Employee suffers from heat-related illness during training e,"At 10:00 a.m. on August 8, 2018, an employee was running a lap as part of his physical training at the Police Academy when he became disoriented.  The Academy trainer who was a certified EMT, noted the employee's heat illness symptoms and started first aid measures and contacted the paramedics, who transported the employee to the hospital where he was admitted for treatment.",921190/Other General Government Support,24,M,Hospitalized injury,"Police and detectives, public service","(33.731338270581915, -117.79421940551205)"
08/08/2018,OPEN,1351918.015,"United Parcel Service, Inc.",950643,9424 Eton Ave.,Chatsworth,CA,91311,Union,Employee experiences heat exhaustion,"At 10:02 a.m. on August 8, 2018, Employee #1 was picking up and delivering packages in extreme heat. The employee picked up 85 packages at a client's place of business in the time allotted for a 30 package pickup. The outside temperature was approximately 98 degrees Fahrenheit and the estimated temperature in the cargo area of his delivery vehicle was approximately 120 degrees Fahrenheit. When he arrived at his next customer stop, the employee asked the customer for help as he was experiencing respiratory distress.  The customer called 911 and EMS arrived at the scene. Employee #1 was hospitalized for heat exhaustion.",492210/Local Messengers and Local Delivery,56,M,Hospitalized injury,Occupation Not Listed,"(34.25043788888889, -118.59280281234567)"
08/07/2018,CLOSED,1339105.015,Bsa Framing Inc,950644,11105 Ramona Blvd.,El Monte,CA,91731,NonUnion,Employee is sickened by heat-related illness,"At 10:00 a.m. on August 7, 2018, Employee #1, employed by a construction company, was working at the site of a two-story multifamily residential structure.  He was erecting a platform for an air conditioner unit when he began to experience the symptoms of heat-related illness.  The employee was transported to the hospital, where he received treatment and was released without hospitalization.",238130/Framing Contractors,26,M,Non Hospitalized injury,Construction laborers,"(34.07583595772059, -118.04061958455883)"
08/07/2018,CLOSED,1338343.015,William S. Hart Union High School District,950643,19425 W. Filmore St.,"Canyon Country,",CA,91351,Union,School employee experiences heat illness,"On August 7, 2019, and employee was preparing a school yard before the school registration started.  His immediate supervisor checked on him before he continued to work and he was fine at that time. The employee worked extra hours even though his supervisor cautioned him about working too much.  Later that evening, he experienced cramps and vomiting that were attributed to heat illness.",611110/Elementary and Secondary Schools,62,M,Non Hospitalized injury,"Groundskeepers and gardeners, except farm","(34.428616116410254, -118.4771047476923)"
08/07/2018,CLOSED,1352456.015,"Dirocco Masonry Construction, Inc.",112300,198 Waterman Ave.,East Providence,RI,2914,NonUnion,Employee is overcome by heat stress and is killed,"At 2:30 p.m. on August 7, 2018, an employee was cleaning some brickwork and became overheated.  The employee passed away a short time later from heat stress.",238140/Masonry Contractors,30,M,Fatality,Construction Laborer,"(41.81627245476191, -71.36166770714286)"
08/07/2018,CLOSED,1341798.015,The Living Desert,950633,47900 Portula Avenue,Palm Desert,CA,92260,NonUnion,Employee incurs heat exhaustion while digging holes at zoo,"At 1:00 p.m. on August 7, 2018, Employee #1 was using a shovel, digging holes at a zoo. The employee started to feel nauseous and dizzy due to the high temperatures. He tried to rehydrate with electrolyte water but threw up. He did not notify the employer of feeling ill, and went home to rest. At his home, he continued to vomit, and was taken to a nearby hospital by a relative. Employee #1 was treated and released.",561320/Temporary Help Services,34,M,Hospitalized injury,Construction laborers,"(33.727908310891095, -116.38828943069308)"
08/07/2018,CLOSED,1337605.015,"Thrash Commercial Contractors, Inc.",419400,1818 College Dr,Meridian,MS,39307,NonUnion,Employee incurs heat-related illness,"At 7:30 p.m. on August 7, 2018, Employee #1, employed by a construction company, was hospitalized after a day working outdoors in the heat, clearing a site for a new commercial building.  During the workday, he had shown signs of heat-related illness, but after cooling off in the job trailer had resumed work.  His symptoms of illness returned after his return home and he was transported to the hospital, where he was admitted and treated for dehydration.",236220/Commercial and Institutional Building Construction,32,M,Hospitalized injury,Carpenters,"(32.3639817206383, -88.73972383574468)"
08/06/2018,CLOSED,1341518.015,Kca Engineering,950611,500 Folsom St.,San Francisco,CA,94107,Union,"Employee succumbs to suspected heat illness, found dead at h","On August 6, 2018, an employee was found dead at home.  The employee had left work on August 2 after taking measurements in high temperatures.  The coroner's report had not yet been completed at the time of the report.",541370/Surveying and Mapping (except Geophysical) Services,64,M,Fatality,Surveyors and mapping scientists,"(37.7828548795977, -122.40273079683907)"
08/03/2018,OPEN,1338178.015,"Replanet Holdings, Inc.",950647,1465 Creston Rd.,Paso Robles,CA,93446,NonUnion,Employee faints from heat exhaustion,"At 3:00 p.m. on August 3, 2018, Employee #1 was working outside accepting recycle material such as cans and bottles. While working outside, she begin to suffer from heat exhaustion and felt dizzy and weak. The employee was hospitalized.",562920/Materials Recovery Facilities,25,F,Non Hospitalized injury,Occupation Not Listed,"(35.64186730237893, -120.6889637122345)"
08/02/2018,CLOSED,1336350.015,Eg Plastics Llc,215000,5401 1st Ave.,Brooklyn,NY,11220,Union,"Employee suffers heat stroke and cardiac arrest, later dies","At 3:30 p.m. on August 2, 2018, an employee was working at a recycling plant and was shredding plastic.    Employee was working at recycling plant and presented at the emergency room personnel with signs of heat stroke.  The employee suffered a heart attack on August 8, 2018.  The employee died on August 8, 2018. Heat",562920/Materials Recovery Facilities,31,M,Fatality,"Laborers, except construction","(40.6411290701333, -74.01311563586039)"
08/01/2018,CLOSED,1335125.015,"Department Of Homeland Security, Customs & Border Protection",626000,2301 S Main Street,Mcallen,TX,78503,NonUnion,Employee experiences heat stroke and rhabdomyolsis,"At 10:00 a.m. on August 1, 2018, an employee conducted a four mile road march and was carrying water and ammo cans.  The employee was exhausted and was pulled from the training exercise by the instructors after the first three hours. The employee experienced a heat stroke and rhabdomyolsis.  The employee was hospitalized.",922120/Police Protection,30,M,Hospitalized injury,Law Enforcement: (Not Police),"(26.180339646153847, -98.2403656474359)"
08/01/2018,OPEN,1339771.015,Us Postal Service,936500,455 East Pebble Road,Las Vegas,NV,89123,Union,Employee is stressed by high heat while delivering mail duri,"At 10:45 a.m. on August 1, 2018, an employee was driving his mail truck during a hot day and began to feel the effects of the heat.  The employee was stressed by the heat and dehydration.  The employee was hospitalized.",491110/Postal Service,64,M,Hospitalized injury,"Mail carriers, postal service","(36.04523864453125, -115.1431548265625)"
07/30/2018,CLOSED,1338631.015,Nash Plumbing And Mechanical Llc,420600,1000 Waterman Ed Addition,Tavares,FL,32778,NonUnion,Employee experiences heat-related illness,"At 2:00 p.m. on July 30, 2018, Employee #1 was working at a multiemployer construction project, a commercial building.  He was installing a door bracket when he experienced heat exhaustion.  He was transported to the hospital, admitted, and treated for heat-related illness.","238220/ Plumbing, Heating, and Air-Conditioning Contractors",59,M,Hospitalized injury,"Plumber, pipefitter and steamfiter apprentices","(28.7895991284951, -81.73622212778272)"
07/30/2018,CLOSED,1337967.015,"Seven-O-Industrial, L.L.C.",625700,Louisiana Welcome Center 6212 I-10 Eastbound,Vinton,LA,70668,NonUnion,Employee dies from heat-related heart attack,"At 4:00 p.m. on July 30, 2018, Employee #1 decided to take a break from the heat. The employee was found kneeling on the ground beside one of the work trucks, dead of a heart attack.",238210/Electrical Contractors,56,M,Fatality,Electricians,"(30.20375510535714, -93.59785577321428)"
07/29/2018,CLOSED,1337787.015,"B&G Foods, Inc.",215000,443 East 100th Street,Brooklyn,NY,11236,Union,Employee dies from cardiac symptoms related to high heat ind,"At 9:00 a.m. on July 29, 2018, Employee #1 was working in a high heat environment. The employee began to feel sick, took medication, and emergency services were called. Employee #1 presented with cardiac symptoms. He was taken to the hospital, where he later died.",311999/All Other Miscellaneous Food Manufacturing,59,M,Fatality,Food batchmakers,"(40.6400554159226, -73.90301309185533)"
07/27/2018,CLOSED,1334303.015,Metropolitan State Hospital,950635,11401 S Bloomfield Ave,Norwalk,CA,90650,Union,Employee experiences possible heat stroke,"On July 27, 2018, an employee was observed by a coworker to be walking oddly and the coworker was concerned that the employee was suffering low glucose levels. He passed it onto the supervisor who continued to monitor the situation as it deteriorated and contacted Emergency Services.  The employee was treated for possible heat stroke and was admitted to the hospital.",622210/Psychiatric and Substance Abuse Hospitals,56,M,Hospitalized injury,"Groundskeepers and gardeners, except farm","(33.90786659194785, -118.08083898719325)"
07/25/2018,CLOSED,1337877.015,Madland Toyota-Lift Inc.,950643,45545 Trevor Ave.,Lancaster,CA,93534,NonUnion,Employee suffers from heat exhaustion while repairing forkli,"At 1:00 p.m. on July 25, 2018, Employee #1 was fixing a Toyota forklift as directed by his employer. Employee #1 overexerted himself while working in a hot outdoor environment.  He had shade and water, but was working on a blacktop parking lot.  He had drank about 2 quarts of water, but while working he noticed that he had stopped sweating.  He immediately went to a cool room for about 30 minutes and drank water.   Employee #1 suffered heat exhaustion which eventually led to hospitalization a few days later.",811310/Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,50,M,Hospitalized injury,Machinery maintenance occupations,"(34.68951033064833, -118.14130858133595)"
07/25/2018,CLOSED,1336379.015,Leovy Abigail Ramirez Perez,950632,Field North East Of Intersection Of Baughman And Hoskins Rd,Brawley,CA,92227,NonUnion,Employee working in field sustains heat exhaustion,"At 12:15 p.m. on July 25, 2018, an employee sustained a heat illness while weeding in a field with his hands and a shovel. The employee was treated at Brawley Memorial Healthcare District.",115115/Farm Labor Contractors and Crew Leaders,30,M,Hospitalized injury,Farm workers,"(32.98114708247422, -115.53076364742267)"
07/25/2018,CLOSED,1328105.015,"Jack Joyner Enterprises, Inc.",420600,11336 Country Way Blvd.,Tampa,FL,33626,NonUnion,Supervisor on roof is sickened by possible heat exhaustion,"At 2:00 p.m. on July 25, 2018, Employee #1, a supervisor employed by an HVAC company, was supervising an installation crew on the roof of a building.  He began to feel ill.  Employee #1 was transported to the hospital, admitted, and treated for possible heat exhaustion.","238220/ Plumbing, Heating, and Air-Conditioning Contractors",51,M,Hospitalized injury,"Supervisors; handlers,equip-cleaners,laborers nec","(28.057454495979023, -82.61011363776224)"
07/25/2018,CLOSED,1334652.015,"Bella Vineyard Ag Services, Inc.",950647,2 Miles Nw Of Legray And Campbell,Bakersfield,CA,93307,NonUnion,Employee experiences heat illnes while harvesting crop,"At 10:56 a.m. on July 25, 2018, an employee who was harvesting his crop began to feel shortness of breath, headache, chills, and vomiting.  The employee suffered a heat illness and was hospitalized.",115116/Farm Management Services,41,F,Non Hospitalized injury,Farm workers,"(35.32604054363637, -118.97014387818182)"
07/24/2018,CLOSED,1334740.015,"Olam West Coast, Inc.",950621,6229 Myers Rd,Williams,CA,95987,NonUnion,Employee gets heat exhaustion while building wooden boxes in,"At 6:45 p.m. on July 31, 2018, Employee #1, employed by a fruit and vegetable wholesale distribution company, was in the process of building large 44 inch by 48 inch by 40 inch wooden boxes. Employee #1 was working at the outdoor portion of the Filler Room, where the outside ambient temperature was above 95 �ｿｽF. As Employee #1 continued to build these wooden boxes, he experienced nausea, vomiting, weakness, and shaking. Employee #1 had heat exhaustion as a result of the strenuous outdoor work on a hot afternoon, where the temperature exceeded 95 �ｿｽF. He was hospitalized.",311421/Fruit and Vegetable Canning,25,F,Hospitalized injury,Packaging and filling machine operators,"(39.15639341111111, -122.14584277777777)"
07/24/2018,CLOSED,1334649.015,R. Nunez Ag Inc,950625,Addams Ave And Button Willow Ave,Reedley,CA,93654,NonUnion,Employee experiences heat exhaustion while harvesting grapes,"On July 24, 2018, an employee was working at a grape harvest and was moving packing boxes.  The employee was offered a break but turned it down.  The employee experienced symptoms for heat exhaustion and was put into an air conditioned vehicle to recover.  The employee did not recover and was brought to a nearby clinic where she was diagnosed with a pre-existing condition.  The employee was not hospitalized.",115115/Farm Labor Contractors and Crew Leaders,34,F,Non Hospitalized injury,"Laborers, except construction","(36.602705314285714, -119.44816685714285)"
07/24/2018,CLOSED,1345391.015,U.S. Postal Service,419700,4509 Redwood Ave.,Jacksonville,FL,32207,Union,Employee experiences symptoms of heat illness while deliveri,"At 2:45 p.m. on July 24, 2018, an employee was delivering mail and began feeling the symptoms of heat illness with dizziness and weakness.",491110/Postal Service,41,M,Hospitalized injury,"Mail carriers, postal service","(30.29629264408284, -81.65176939053254)"
07/24/2018,CLOSED,1345997.015,Orange County Sheriff Department,950631,25181 Paseo De Alicia,Laguna Hills,CA,92653,Union,Employee suffers from heat exhaustion,"At 6:30 p.m. on July 24, 2018, an employee was exposed to the sun throughout the day while carrying bulk construction equipment when she began to feel nauseous, dizzy, had a headache, and vomited.  The employee was transported to the hospital by her supervisor and was treated for heat exhaustion before being released.  Hospitalization was not required.",922120/Police Protection,50,F,Non Hospitalized injury,Law Enforcement: Police,"(33.59450390921278, -117.70002710307092)"
07/24/2018,CLOSED,1336307.015,Dollar General Corporation,626600,2606 Us-69 N,Lufkin,TX,75904,NonUnion,Employee is found unresponsive due to possible heat stress,"At 12:00 a.m. on July 24, 2018, Employee #1 was working at a retail store. When the employee returned from lunch, he stated that he was not feeling well. He went to his car and was found unresponsive. The employee was hospitalized.",453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),50,M,Hospitalized injury,Occupation Not Listed,"(31.33740596161074, -94.75400975906041)"
07/23/2018,CLOSED,1341778.015,Sound-Crete Contractors Inc.,950633,2000 N. Indian Canyon,Palm Springs,CA,92262,NonUnion,Employee experiences heat stress in hot work environment,"At 4:00 p.m. on July 23, 2018, Employee #1, an employee of Sound-Crete Contractors, Inc., was operating a concrete pouring machine and engaged in general labor work, at a new residential construction site.   During the workday, the temperature increased above 95 degrees Fahrenheit, and after installing acoustic material, Employee #1 began to operate a concrete pouring machine and once finished, he then took a break.    During the break, Employee #1 sat down, drank water, rested and afterwards, began to feel sick, vomited and started to have cramps in his arms and legs.  Employee #1 was sent home and his wife then transported him to the PIH health hospital, where he was diagnosed with heat stress related illness and  released in two days.",238110/Poured Concrete Foundation and Structure Contractors,33,M,Hospitalized injury,Construction Laborer,"(33.839106576411446, -116.51850642691414)"
07/21/2018,CLOSED,1333204.015,Borbet Alabama Inc.,418600,979 West Veterans Boulevard,Auburn,AL,36832,NonUnion,"Employee faints from heat exhaustion, strikes head on ground","At 3:15 p.m. on July 21, 2018, an employee had been loading 60 lb. automotive wheel rims on a heat treated oven conveyor line before taking a break.  The employee was drinking water and cooling down when he began to vomit and passed out while seated at a table.  The employee fell backwards and struck his head on the floor.  The employee was suffering from heat exhaustion as well as sustaining a contusion when hitting his head on the ground.  The employee was hospitalized.",336399/All Other Motor Vehicle Parts Manufacturing,46,M,Hospitalized injury,"Furnace, kiln and oven operators","(32.600177218108975, -85.51851693685897)"
07/20/2018,CLOSED,1334208.015,Skookum Educational Programs,729700,Bldg 6318 Desert Storm Drive,Fort Riley,KS,66442,NonUnion,Employee experiences heat exhaustion while mowing grass,"At 10:45 a.m. on July 20, 2018, Employee #1 was mowing grass on the playground outside of Building 6318. The weather was sunny, at 85 degrees with a heat index of 87, and humidity at 64 percent. The employee became overheated and was admitted to the hospital for excessive fluid loss.",561730/Landscaping Services,55,M,Hospitalized injury,,"(39.07345575405405, -96.79862884594594)"
07/20/2018,CLOSED,1332826.015,M & J Electric Of Wichita Llc,729700,1144 S St Clair Bldg D,Wichita,KS,67213,NonUnion,Employee is sickened by heat-related illness,"At 2:00 a.m. on July 20, 2018, Employee #1, employed by an electrical services company, was home after spending the day working outdoors in the heat.  As he mowed his lawn, he developed symptoms consistent with heat-related illness, including cramping, dizziness, and dehydration.  The employee was transported to the hospital, admitted, and treated for heat-related illness.",238210/Electrical Contractors,35,M,Hospitalized injury,Electricians,"(37.66977778679245, -97.3643759981132)"
07/20/2018,CLOSED,1334670.015,Ca Corrections - Corcoran,950625,4001 King Ave,Corcoran,CA,93212,Union,Employee experiences heat exhaustion,"At 12:50 p.m. on July 20, 2018, an employee was working the One on One Suicide Watch and started to feel ill.  The employee suffered from possible heat exhaustion.  Hospitalization was not required.",922140/Correctional Institutions,42,F,Non Hospitalized injury,Correctional institution officers,"(36.094722617391305, -119.56420525652175)"
07/19/2018,CLOSED,1334244.015,"Aerotek, Inc.",627510,2070 Cr O,Lamesa,TX,79331,NonUnion,Employee incurs heat related illness,"At 2:30 p.m. on July 19, 2018, Employee #1 was installing dampers on the lines, using a hammer drill. As he stood up from a hunched over position, he began getting cramps in his legs and felt sick. The cramps began spreading until his supervisor felt the need to get him to the emergency room to have him evaluated and treated for heat related illness. He was hospitalized for treatment.",561320/Temporary Help Services,36,M,Hospitalized injury,,"(32.73202846690648, -101.95713933669066)"
07/19/2018,CLOSED,1334196.015,Res America Construction Inc.,627510,2070 Cr O,Lamesa,TX,79331,NonUnion,Employee working outdoors is sickened by heat-related illnes,"At 2:30 p.m. on July 19, 2018, Employee #1, employed by a construction company, was working outdoors at a multiemployer construction project, a new solar farm. He began feeling sick and experienced cramping.  The employee was transported to the hospital, admitted, and treated for heat-related illness.",237130/Power and Communication Line and Related Structures Construction,36,M,Hospitalized injury,,"(32.73202846690648, -101.95713933669066)"
07/19/2018,CLOSED,1333377.015,"Trg Rogers, Llc",627100,3459 N. Arkansas St.,Rogers,AR,72756,NonUnion,Employee experiences heat stress while clearing debris,"At 5:00 p.m. on July 19, 2018, an employee was using a broom and shovel to remove debris from the catwalk and polishing magnet due to the shredder being down. The employee began to feel ill and started to vomit due to heat stress. The employee was hospitalized.",423930/Recyclable Material Merchant Wholesalers,22,M,Hospitalized injury,"Laborers, except construction","(36.3059, -93.9674)"
07/19/2018,CLOSED,1332202.015,"Nunez Ag, Inc.",950647,1 Mile North Of Zerker Rd & Lerdo Hwy,Bakersfield,CA,93308,NonUnion,Employee demonstrates symptoms of possible heat stroke while,"At 9:53 a.m. on July 19, 2018, Employee #1 was performing pruning operations. He began to experience a headache. It was determined that he may have been experiencing symptoms of a heat stroke.",115115/Farm Labor Contractors and Crew Leaders,31,M,Non Hospitalized injury,"Laborers, except construction","(35.413068906388574, -119.0821220527997)"
07/19/2018,CLOSED,1332872.015,Stanislaus County Sheriff'S Department,950624,Rouse & Sutter Ave,Modesto,CA,95351,Union,Employee suffers extreme heat exhaustion during training and,"At 2:30 a.m. on July 19, 2019, Employee #1 was performing vigorous training and search exercises. He had also trained the day prior of incident as well. The employee arrived at the search location at approximately 3:30 a.m. and put on his ""kit"" (SWAT gear) to perform duties. The employee instantly felt sweaty and started vomiting. He was taken to the emergency room and treated for exertional rhabdomyolysis, heat exhaustion, and acute vomiting.",922120/Police Protection,23,M,Non Hospitalized injury,"Sheriffs, bailiffs, other law enforcement officers","(37.6327192742268, -121.00627420515464)"
07/19/2018,CLOSED,1332195.015,A-C Electric Company,950625,Ashlan Ave And Thorne St,Fresno,CA,93705,NonUnion,Employee receives heat illness while working to install new,"At 1:50 p.m. on July 19, 2018, an employee was working as part of a crew that was pulling wires to install a new street signal. Temperatures that day reached 107 degrees Fahrenheit that day and the employee mentioned he was feeling tired. Coworkers told him to sit in the shade of some trees and after a while, they sent him to a truck to be in an air conditioned environment. The employee began to experience abdominal and side cramps along with dizziness so his coworkers called ""911"" for an ambulance. The employee was taken, by ambulance, to a local hospital to be treated for heat illness and was released later that day.",238210/Electrical Contractors,30,M,Non Hospitalized injury,Electricians,"(36.78378147826087, -119.83082797826087)"
07/18/2018,CLOSED,1331756.015,Agee Construction,950625,W Sierra Ave & N Valencia Blvd,Woodlake,CA,93286,Union,Employee working in outdoor heat experiences heart attack,"At 11:40 a.m. on July 18, 2018, Employee #1, employed by a construction company, was working outdoors in the heat and directing traffic away from a road construction project.  After lunch he complained of dizziness and feeling ill. The employee was transported to the hospital, where he was admitted and treated for heat exhaustion and a heart attack.","237310/ Highway, Street, and Bridge Construction",50,M,Hospitalized injury,Occupation Not Listed,"(36.41941625625, -119.1000547375)"
